"period_type","start_date","end_date","salesman_fio","chif_fio","sales_count","sales_sum","max_overcharge_item","max_overcharge_percent"
week,2019-09-30,2019-10-06,"1011","1011",1,590744,Раствор кладочный М150 Пк3,37.00
week,2019-09-30,2019-10-06,"1082","1082",1,746646,Пусковая смесь,7.00
week,2019-09-30,2019-10-06,"1084","1084",1,546600,Раствор М200 Пк3,20.00
week,2019-09-30,2019-10-06,"1028","1028",1,743688,БСТ B25 П4 F1200 W10,32.00
week,2019-09-30,2019-10-06,"1057","1057",2,901686,БСТ B60 П5 F1300 W20,66.80
week,2019-09-30,2019-10-06,"1006","1006",1,560680,БСТ B25 П4 F1150 W8,7.00
week,2019-09-30,2019-10-06,"1037","1037",2,1293515,БСТ B45 П5 F1300 W16,10.00
week,2019-09-30,2019-10-06,"1078","1078",1,40965,Упаковка европалет,34.40
week,2019-09-30,2019-10-06,"1007","1007",1,438606,Раствор М100 Пк3,18.00
week,2019-09-30,2019-10-06,"1041","1041",1,658188,"БСТ B15 П3,П4",41.00
week,2019-09-30,2019-10-06,"1096","1096",1,597204,БСТ B25 П4 F1200 W10,6.00
week,2019-09-30,2019-10-06,"1089","1089",1,50077,Доставка,51.20
week,2019-09-30,2019-10-06,"1004","1004",1,841488,БСТ B45 П5 F1300 W16,41.00
week,2019-09-30,2019-10-06,"1079","1079",1,2209568,"Мелкозернистый бетон БСМ B25 П3,П4",132.00
week,2019-09-30,2019-10-06,"1027","1027",1,57028,Дегидрация,75.20
week,2019-09-30,2019-10-06,"1020","1020",1,375417,Раствор М100 Пк3,1.00
week,2019-09-30,2019-10-06,"1009","1009",1,538959,"БСТ B22,5 П4 F1100 W6",7.00
week,2019-09-30,2019-10-06,"1062","1062",1,2519244,БСТ B30 П4 F1150 W10,134.00
week,2019-09-30,2019-10-06,"1001","1001",1,463320,Раствор М150 Пк3,10.00
week,2019-09-30,2019-10-06,"1052","1052",1,2742912,"Мелкозернистый бетон БСМ B25 П3,П4",188.00
week,2019-09-30,2019-10-06,"1008","1008",1,719697,БСТ B50 П5 F1300 W18,13.00
week,2019-09-30,2019-10-06,"1065","1065",1,492804,Раствор М150 Пк3,17.00
week,2019-09-30,2019-10-06,"1094","1094",2,3008472,БСТ B30 П4 F1200 W10,154.00
week,2019-09-30,2019-10-06,"1056","1056",3,1264072,БСТ B45 П5 F1300 W16,54.80
week,2019-09-30,2019-10-06,"1039","1039",1,613080,БСТ B25 П4 F1150 W8,17.00
week,2019-09-30,2019-10-06,"1097","1097",1,870330,БСТ B60 П5 F1300 W20,34.00
week,2019-09-30,2019-10-06,"1040","1040",2,793193,БСТ B35 П5 F1300 W12,30.80
week,2019-09-30,2019-10-06,"1018","1018",1,512082,"БСТ B12,5 П3,П4",9.00
week,2019-09-30,2019-10-06,"1061","1061",1,45239,Фасовка,42.80
week,2019-09-30,2019-10-06,"1003","1003",1,687852,БСТ B50 П5 F1300 W18,8.00
month,2019-10-01,2019-10-31,"1078","1078",4,2437734,БСТ B35 П5 F1300 W12,37.00
month,2019-10-01,2019-10-31,"1034","1034",1,715906,БСТ B40 П5 F1300 W14,18.00
month,2019-10-01,2019-10-31,"1084","1084",3,1808646,"БСТ B12,5 П3,П4",47.00
month,2019-10-01,2019-10-31,"1091","1091",3,1667092,"БСТ B12,5 П3,П4",38.00
month,2019-10-01,2019-10-31,"1017","1017",1,751392,БСТ B35 П5 F1200 W12,44.00
month,2019-10-01,2019-10-31,"1083","1083",1,473214,"Мелкозернистый бетон БСМ B15 П3,П4",14.00
month,2019-10-01,2019-10-31,"1016","1016",1,845785,БСТ B30 П4 F1200 W10,45.00
month,2019-10-01,2019-10-31,"1048","1048",2,1141218,"Мелкозернистый бетон БСМ B 7,5 П3,П4",50.00
month,2019-10-01,2019-10-31,"1030","1030",4,2181784,Пусковая смесь,50.00
month,2019-10-01,2019-10-31,"1011","1011",1,828286,БСТ B30 П4 F1200 W10,42.00
month,2019-10-01,2019-10-31,"1042","1042",2,1015002,"БСТ B22,5 П4 F1100 W6",19.00
month,2019-10-01,2019-10-31,"1036","1036",1,39136,Упаковка европалет,28.40
month,2019-10-01,2019-10-31,"1007","1007",3,1163681,Раствор М200 Пк3,49.00
month,2019-10-01,2019-10-31,"1039","1039",2,1463020,БСТ B35 П5 F1300 W12,40.00
month,2019-10-01,2019-10-31,"1008","1008",1,719697,БСТ B50 П5 F1300 W18,13.00
month,2019-10-01,2019-10-31,"1029","1029",3,539775,Раствор М100 Пк3,33.20
month,2019-10-01,2019-10-31,"1065","1065",1,492804,Раствор М150 Пк3,17.00
month,2019-10-01,2019-10-31,"1040","1040",3,1350743,БСТ B35 П5 F1300 W12,50.00
month,2019-10-01,2019-10-31,"1096","1096",3,1741260,"БСТ B 7,5 П3,П4",46.00
month,2019-10-01,2019-10-31,"1070","1070",1,2952216,БСТ B25 П4 F1200 W10,162.00
month,2019-10-01,2019-10-31,"1009","1009",3,1821173,БСТ B35 П5 F1200 W12,25.00
month,2019-10-01,2019-10-31,"1041","1041",4,2418668,"БСТ B15 П3,П4",41.00
month,2019-10-01,2019-10-31,"1089","1089",3,875768,БСТ B25 П4 F1150 W8,56.00
month,2019-10-01,2019-10-31,"1085","1085",3,687947,Раствор кладочный М100 Пк3,52.40
month,2019-10-01,2019-10-31,"1075","1075",2,729234,"БСТ B20 П3,П4",76.40
month,2019-10-01,2019-10-31,"1028","1028",6,3342588,БСТ B25 П4 F1200 W10,59.60
month,2019-10-01,2019-10-31,"1054","1054",2,1581523,БСТ B30 П4 F1200 W10,45.00
month,2019-10-01,2019-10-31,"1098","1098",4,4263119,"БСТ B 7,5 П3,П4",176.00
month,2019-10-01,2019-10-31,"1096","1096",3,1741260,"БСТ B 7,5 П3,П4",46.00
month,2019-10-01,2019-10-31,"1019","1019",1,2410400,БСТ B25 П4 F1150 W8,130.00
month,2019-10-01,2019-10-31,"1063","1063",2,1144801,"Мелкозернистый бетон БСМ B 7,5 П3,П4",47.00
month,2019-10-01,2019-10-31,"1057","1057",4,2283804,БСТ B35 П5 F1300 W12,66.80
month,2019-10-01,2019-10-31,"1032","1032",3,2812884,"БСТ B12,5 П3,П4",240.80
month,2019-10-01,2019-10-31,"1079","1079",3,2998747,"Мелкозернистый бетон БСМ B25 П3,П4",132.00
month,2019-10-01,2019-10-31,"1047","1047",1,936243,БСТ B50 П5 F1300 W18,47.00
month,2019-10-01,2019-10-31,"1094","1094",2,3008472,БСТ B30 П4 F1200 W10,154.00
month,2019-10-01,2019-10-31,"1020","1020",3,3101755,"БСТ B 7,5 П3,П4",146.00
month,2019-10-01,2019-10-31,"1064","1064",2,584431,"БСТ B20 П3,П4",26.00
month,2019-10-01,2019-10-31,"1044","1044",1,517212,"Мелкозернистый бетон БСМ B22,5 П3,П4",8.00
month,2019-10-01,2019-10-31,"1077","1077",1,580302,БСТ B25 П4 F1200 W10,3.00
month,2019-10-01,2019-10-31,"1073","1073",2,1571454,БСТ B60 П5 F1300 W20,50.00
month,2019-10-01,2019-10-31,"1037","1037",3,4203275,БСТ B60 П5 F1300 W20,124.00
month,2019-10-01,2019-10-31,"1092","1092",4,2078096,БСТ B40 П5 F1300 W14,59.60
month,2019-10-01,2019-10-31,"1006","1006",1,560680,БСТ B25 П4 F1150 W8,7.00
month,2019-10-01,2019-10-31,"1045","1045",1,651365,Раствор М200 Пк3,43.00
month,2019-10-01,2019-10-31,"1072","1072",1,576202,"Мелкозернистый бетон БСМ B25 П3,П4",21.00
month,2019-10-01,2019-10-31,"1001","1001",1,463320,Раствор М150 Пк3,10.00
month,2019-10-01,2019-10-31,"1055","1055",1,704224,БСТ B45 П5 F1300 W16,18.00
month,2019-10-01,2019-10-31,"1004","1004",3,2135742,БСТ B45 П5 F1300 W16,43.00
month,2019-10-01,2019-10-31,"1097","1097",4,2122407,БСТ B60 П5 F1300 W20,41.00
month,2019-10-01,2019-10-31,"1068","1068",3,1459529,"БСТ B22,5 П4 F1100 W6",53.60
month,2019-10-01,2019-10-31,"1099","1099",2,996636,"БСТ B22,5 П4 F1100 W6",15.00
month,2019-10-01,2019-10-31,"1035","1035",1,710192,БСТ B45 П5 F1300 W16,19.00
month,2019-10-01,2019-10-31,"1027","1027",2,3121924,БСТ B25 П4 F1200 W10,172.00
month,2019-10-01,2019-10-31,"1003","1003",4,1869245,БСТ B50 П5 F1300 W18,192.80
month,2019-10-01,2019-10-31,"1052","1052",3,3942748,"Мелкозернистый бетон БСМ B25 П3,П4",188.00
month,2019-10-01,2019-10-31,"1082","1082",1,746646,Пусковая смесь,7.00
month,2019-10-01,2019-10-31,"1033","1033",1,813514,БСТ B35 П5 F1300 W12,34.00
month,2019-10-01,2019-10-31,"1038","1038",3,4504749,БСТ B50 П5 F1300 W18,196.00
month,2019-10-01,2019-10-31,"1059","1059",3,1509538,БСТ B40 П5 F1300 W14,221.60
month,2019-10-01,2019-10-31,"1081","1081",1,819045,БСТ B40 П5 F1300 W14,35.00
month,2019-10-01,2019-10-31,"1005","1005",4,2639917,БСТ B40 П5 F1300 W14,42.00
month,2019-10-01,2019-10-31,"1061","1061",5,3026541,БСТ B45 П5 F1300 W16,42.80
month,2019-10-01,2019-10-31,"1076","1076",2,1161549,БСТ B50 П5 F1300 W18,17.00
month,2019-10-01,2019-10-31,"1018","1018",4,2163504,БСТ B35 П5 F1300 W12,171.20
month,2019-10-01,2019-10-31,"1022","1022",2,995316,"БСТ B15 П3,П4",19.00
month,2019-10-01,2019-10-31,"1062","1062",3,4759816,БСТ B30 П4 F1150 W10,134.00
month,2019-10-01,2019-10-31,"1090","1090",2,1438080,"БСТ B20 П3,П4",46.00
month,2019-10-01,2019-10-31,"1046","1046",2,2433760,"Мелкозернистый бетон БСМ B 7,5 П3,П4",124.00
month,2019-10-01,2019-10-31,"1056","1056",2,643400,БСТ B30 П4 F1150 W10,54.80
month,2019-10-01,2019-10-31,"1043","1043",2,1211689,"БСТ B22,5 П4 F1100 W6",29.00
month,2019-10-01,2019-10-31,"1066","1066",2,734057,БСТ B60 П5 F1300 W20,64.40
month,2019-10-01,2019-10-31,"1031","1031",1,543348,Раствор М150 Пк3,29.00
month,2019-10-01,2019-10-31,"1087","1087",3,1563180,"Мелкозернистый бетон БСМ B25 П3,П4",20.00
month,2019-10-01,2019-10-31,"1100","1100",2,1039340,"Мелкозернистый бетон БСМ B22,5 П3,П4",10.00
week,2019-10-07,2019-10-13,"1052","1052",2,1199836,БСТ B35 П5 F1200 W12,21.00
week,2019-10-07,2019-10-13,"1052","1052",2,1199836,БСТ B35 П5 F1200 W12,21.00
week,2019-10-07,2019-10-13,"1087","1087",2,1055546,"Мелкозернистый бетон БСМ B25 П3,П4",20.00
week,2019-10-07,2019-10-13,"1100","1100",1,512550,"БСТ B20 П3,П4",2.00
week,2019-10-07,2019-10-13,"1039","1039",1,849940,БСТ B35 П5 F1300 W12,40.00
week,2019-10-07,2019-10-13,"1038","1038",2,4445928,БСТ B50 П5 F1300 W18,196.00
week,2019-10-07,2019-10-13,"1072","1072",1,576202,"Мелкозернистый бетон БСМ B25 П3,П4",21.00
week,2019-10-07,2019-10-13,"1097","1097",1,41334,Доставка,24.80
week,2019-10-07,2019-10-13,"1028","1028",1,552750,"БСТ B20 П3,П4",10.00
week,2019-10-07,2019-10-13,"1078","1078",1,532935,Раствор М200 Пк3,17.00
week,2019-10-07,2019-10-13,"1098","1098",1,733600,БСТ B25 П4 F1150 W8,40.00
week,2019-10-07,2019-10-13,"1034","1034",1,715906,БСТ B40 П5 F1300 W14,18.00
week,2019-10-07,2019-10-13,"1047","1047",1,936243,БСТ B50 П5 F1300 W18,47.00
week,2019-10-07,2019-10-13,"1099","1099",1,427455,Раствор М100 Пк3,15.00
week,2019-10-07,2019-10-13,"1085","1085",1,41437,Фасовка,30.80
week,2019-10-07,2019-10-13,"1076","1076",1,492804,Раствор М150 Пк3,17.00
week,2019-10-07,2019-10-13,"1004","1004",1,488592,Раствор М150 Пк3,16.00
week,2019-10-07,2019-10-13,"1009","1009",1,652250,БСТ B35 П5 F1200 W12,25.00
week,2019-10-07,2019-10-13,"1003","1003",1,193952,Доставка,192.80
week,2019-10-07,2019-10-13,"1073","1073",2,1571454,БСТ B60 П5 F1300 W20,50.00
week,2019-10-07,2019-10-13,"1044","1044",1,517212,"Мелкозернистый бетон БСМ B22,5 П3,П4",8.00
week,2019-10-07,2019-10-13,"1061","1061",3,2255236,БСТ B45 П5 F1300 W16,42.00
week,2019-10-07,2019-10-13,"1030","1030",1,1046700,Пусковая смесь,50.00
week,2019-10-07,2019-10-13,"1046","1046",2,2433760,"Мелкозернистый бетон БСМ B 7,5 П3,П4",124.00
week,2019-10-07,2019-10-13,"1007","1007",1,46380,Фасовка,46.40
week,2019-10-07,2019-10-13,"1042","1042",1,513774,"БСТ B22,5 П4 F1100 W6",2.00
week,2019-10-07,2019-10-13,"1075","1075",2,729234,"БСТ B20 П3,П4",76.40
week,2019-10-07,2019-10-13,"1089","1089",1,55411,Формовка,56.00
week,2019-10-07,2019-10-13,"1068","1068",2,754349,БСТ B30 П4 F1150 W10,53.60
week,2019-10-07,2019-10-13,"1027","1027",1,3064896,БСТ B25 П4 F1200 W10,172.00
week,2019-10-14,2019-10-20,"1005","1005",2,1516324,БСТ B40 П5 F1300 W14,42.00
week,2019-10-14,2019-10-20,"1090","1090",1,704430,БСТ B35 П5 F1200 W12,35.00
week,2019-10-14,2019-10-20,"1042","1042",1,501228,Раствор М150 Пк3,19.00
week,2019-10-14,2019-10-20,"1057","1057",2,1382118,БСТ B35 П5 F1300 W12,50.00
week,2019-10-14,2019-10-20,"1036","1036",1,39136,Упаковка европалет,28.40
week,2019-10-14,2019-10-20,"1054","1054",1,845785,БСТ B30 П4 F1200 W10,45.00
week,2019-10-14,2019-10-20,"1032","1032",1,444852,"БСТ B 7,5 П3,П4",8.00
week,2019-10-14,2019-10-20,"1048","1048",1,502518,"БСТ B 7,5 П3,П4",22.00
week,2019-10-14,2019-10-20,"1078","1078",2,1365799,БСТ B35 П5 F1300 W12,37.00
week,2019-10-14,2019-10-20,"1019","1019",1,2410400,БСТ B25 П4 F1150 W8,130.00
week,2019-10-14,2019-10-20,"1029","1029",2,497590,Раствор М100 Пк3,33.20
week,2019-10-14,2019-10-20,"1028","1028",3,1997504,БСТ B60 П5 F1300 W20,49.00
week,2019-10-14,2019-10-20,"1063","1063",1,518875,"Мелкозернистый бетон БСМ B15 П3,П4",25.00
week,2019-10-14,2019-10-20,"1085","1085",1,596904,Раствор кладочный М100 Пк3,33.00
week,2019-10-14,2019-10-20,"1064","1064",2,584431,"БСТ B20 П3,П4",26.00
week,2019-10-14,2019-10-20,"1083","1083",1,473214,"Мелкозернистый бетон БСМ B15 П3,П4",14.00
week,2019-10-14,2019-10-20,"1018","1018",1,721152,БСТ B25 П4 F1200 W10,28.00
week,2019-10-14,2019-10-20,"1068","1068",1,705180,"БСТ B22,5 П4 F1100 W6",40.00
week,2019-10-14,2019-10-20,"1097","1097",2,1210743,БСТ B30 П4 F1200 W10,41.00
week,2019-10-14,2019-10-20,"1043","1043",2,1211689,"БСТ B22,5 П4 F1100 W6",29.00
week,2019-10-14,2019-10-20,"1066","1066",1,52082,Фасовка,64.40
week,2019-10-14,2019-10-20,"1017","1017",1,751392,БСТ B35 П5 F1200 W12,44.00
week,2019-10-14,2019-10-20,"1007","1007",1,678695,Раствор М200 Пк3,49.00
week,2019-10-14,2019-10-20,"1092","1092",1,885782,БСТ B40 П5 F1300 W14,46.00
week,2019-10-14,2019-10-20,"1033","1033",1,813514,БСТ B35 П5 F1300 W12,34.00
week,2019-10-14,2019-10-20,"1059","1059",1,806911,БСТ B40 П5 F1300 W14,33.00
week,2019-10-21,2019-10-27,"1054","1054",1,735738,БСТ B35 П5 F1200 W12,41.00
week,2019-10-21,2019-10-27,"1031","1031",1,543348,Раствор М150 Пк3,29.00
week,2019-10-21,2019-10-27,"1066","1066",1,681975,БСТ B60 П5 F1300 W20,5.00
week,2019-10-21,2019-10-27,"1090","1090",1,733650,"БСТ B20 П3,П4",46.00
week,2019-10-21,2019-10-27,"1070","1070",1,2952216,БСТ B25 П4 F1200 W10,162.00
week,2019-10-21,2019-10-27,"1077","1077",1,580302,БСТ B25 П4 F1200 W10,3.00
week,2019-10-21,2019-10-27,"1087","1087",1,507634,"Мелкозернистый бетон БСМ B22,5 П3,П4",6.00
week,2019-10-21,2019-10-27,"1089","1089",1,770280,БСТ B25 П4 F1150 W8,47.00
week,2019-10-21,2019-10-27,"1020","1020",1,2026548,"БСТ B 7,5 П3,П4",146.00
week,2019-10-21,2019-10-27,"1022","1022",2,995316,"БСТ B15 П3,П4",19.00
week,2019-10-21,2019-10-27,"1062","1062",1,2191560,БСТ B35 П5 F1200 W12,110.00
week,2019-10-21,2019-10-27,"1091","1091",2,1145340,"БСТ B12,5 П3,П4",38.00
week,2019-10-21,2019-10-27,"1063","1063",1,625926,"Мелкозернистый бетон БСМ B 7,5 П3,П4",47.00
week,2019-10-21,2019-10-27,"1048","1048",1,638700,"Мелкозернистый бетон БСМ B 7,5 П3,П4",50.00
week,2019-10-21,2019-10-27,"1085","1085",1,49606,Дегидрация,52.40
week,2019-10-21,2019-10-27,"1041","1041",1,573156,"БСТ B12,5 П3,П4",22.00
week,2019-10-21,2019-10-27,"1078","1078",1,539000,Раствор кладочный М150 Пк3,25.00
week,2019-10-21,2019-10-27,"1018","1018",2,930270,БСТ B35 П5 F1300 W12,171.20
week,2019-10-21,2019-10-27,"1096","1096",2,1144056,"БСТ B 7,5 П3,П4",46.00
week,2019-10-21,2019-10-27,"1092","1092",1,692982,БСТ B25 П4 F1200 W10,23.00
week,2019-10-21,2019-10-27,"1032","1032",2,2368032,"БСТ B12,5 П3,П4",240.80
week,2019-10-21,2019-10-27,"1038","1038",1,58821,Формовка,65.60
week,2019-10-21,2019-10-27,"1003","1003",2,987441,"БСТ B 7,5 П3,П4",23.00
week,2019-10-21,2019-10-27,"1011","1011",1,828286,БСТ B30 П4 F1200 W10,42.00
week,2019-10-21,2019-10-27,"1098","1098",3,3529519,"БСТ B 7,5 П3,П4",176.00
week,2019-10-21,2019-10-27,"1061","1061",1,726066,БСТ B50 П5 F1300 W18,14.00
week,2019-10-21,2019-10-27,"1030","1030",3,1135084,"БСТ B12,5 П3,П4",39.20
week,2019-10-21,2019-10-27,"1055","1055",1,704224,БСТ B45 П5 F1300 W16,18.00
week,2019-10-21,2019-10-27,"1059","1059",1,209360,Дегидрация,221.60
week,2019-10-21,2019-10-27,"1037","1037",1,2909760,БСТ B60 П5 F1300 W20,124.00
week,2019-10-21,2019-10-27,"1079","1079",2,789179,БСТ B60 П5 F1300 W20,66.80
week,2019-10-21,2019-10-27,"1009","1009",1,629964,БСТ B30 П4 F1200 W10,8.00
week,2019-10-21,2019-10-27,"1084","1084",1,690606,"БСТ B12,5 П3,П4",47.00
week,2019-10-21,2019-10-27,"1035","1035",1,710192,БСТ B45 П5 F1300 W16,19.00
week,2019-10-21,2019-10-27,"1096","1096",2,1144056,"БСТ B 7,5 П3,П4",46.00
week,2019-10-21,2019-10-27,"1099","1099",1,569181,"БСТ B22,5 П4 F1100 W6",13.00
week,2019-10-28,2019-11-03,"1099","1099",1,585726,"Мелкозернистый бетон БСМ B25 П3,П4",23.00
week,2019-10-28,2019-11-03,"1084","1084",1,571440,"Мелкозернистый бетон БСМ B25 П3,П4",20.00
week,2019-10-28,2019-11-03,"1028","1028",1,48646,Упаковка европалет,59.60
week,2019-10-28,2019-11-03,"1059","1059",1,493267,"Мелкозернистый бетон БСМ B22,5 П3,П4",3.00
week,2019-10-28,2019-11-03,"1043","1043",1,2412000,"БСТ B20 П3,П4",140.00
week,2019-10-28,2019-11-03,"1045","1045",1,651365,Раствор М200 Пк3,43.00
week,2019-10-28,2019-11-03,"1040","1040",1,557550,Раствор М100 Пк3,50.00
week,2019-10-28,2019-11-03,"1033","1033",1,659129,БСТ B30 П4 F1200 W10,13.00
week,2019-10-28,2019-11-03,"1075","1075",1,824865,БСТ B60 П5 F1300 W20,27.00
week,2019-10-28,2019-11-03,"1083","1083",1,589634,БСТ B35 П5 F1200 W12,13.00
week,2019-10-28,2019-11-03,"1062","1062",1,49012,Упаковка европалет,60.80
week,2019-10-28,2019-11-03,"1055","1055",1,835520,БСТ B45 П5 F1300 W16,40.00
week,2019-10-28,2019-11-03,"1092","1092",1,52860,Доставка,59.60
week,2019-10-28,2019-11-03,"1004","1004",1,805662,БСТ B25 П4 F1200 W10,43.00
week,2019-10-28,2019-11-03,"1016","1016",1,845785,БСТ B30 П4 F1200 W10,45.00
week,2019-10-28,2019-11-03,"1070","1070",1,709839,БСТ B40 П5 F1300 W14,17.00
week,2019-10-28,2019-11-03,"1100","1100",1,526790,"Мелкозернистый бетон БСМ B22,5 П3,П4",10.00
week,2019-10-28,2019-11-03,"1077","1077",1,685728,"Мелкозернистый бетон БСМ B25 П3,П4",44.00
week,2019-10-28,2019-11-03,"1081","1081",1,819045,БСТ B40 П5 F1300 W14,35.00
week,2019-10-28,2019-11-03,"1076","1076",1,668745,БСТ B50 П5 F1300 W18,5.00
week,2019-10-28,2019-11-03,"1091","1091",1,521752,Раствор кладочный М150 Пк3,21.00
week,2019-10-28,2019-11-03,"1036","1036",1,710556,БСТ B30 П4 F1150 W10,32.00
week,2019-10-28,2019-11-03,"1029","1029",1,42185,Дегидрация,29.60
week,2019-10-28,2019-11-03,"1020","1020",1,699790,БСТ B30 П4 F1150 W10,30.00
week,2019-10-28,2019-11-03,"1007","1007",1,401436,Раствор М100 Пк3,8.00
week,2019-10-28,2019-11-03,"1074","1074",1,40297,Фасовка,27.20
week,2019-10-28,2019-11-03,"1061","1061",1,37308,Упаковка европалет,22.40
week,2019-10-28,2019-11-03,"1041","1041",2,1187324,"БСТ B12,5 П3,П4",38.00
month,2019-11-01,2019-11-30,"1071","1071",1,44623,Упаковка европалет,46.40
month,2019-11-01,2019-11-30,"1086","1086",3,2186089,БСТ B50 П5 F1300 W18,42.00
month,2019-11-01,2019-11-30,"1055","1055",8,6700686,БСТ B35 П5 F1200 W12,140.00
month,2019-11-01,2019-11-30,"1090","1090",1,526176,"БСТ B12,5 П3,П4",12.00
month,2019-11-01,2019-11-30,"1082","1082",2,516138,"Мелкозернистый бетон БСМ B15 П3,П4",29.60
month,2019-11-01,2019-11-30,"1066","1066",1,628584,"Мелкозернистый бетон БСМ B25 П3,П4",32.00
month,2019-11-01,2019-11-30,"1081","1081",1,485412,"Мелкозернистый бетон БСМ B 7,5 П3,П4",14.00
month,2019-11-01,2019-11-30,"1038","1038",1,570572,"Мелкозернистый бетон БСМ B 7,5 П3,П4",34.00
month,2019-11-01,2019-11-30,"1087","1087",1,746000,БСТ B45 П5 F1300 W16,25.00
month,2019-11-01,2019-11-30,"1059","1059",2,1164555,"БСТ B 7,5 П3,П4",49.00
month,2019-11-01,2019-11-30,"1047","1047",2,1207363,БСТ B25 П4 F1150 W8,46.00
month,2019-11-01,2019-11-30,"1007","1007",2,1040952,"БСТ B15 П3,П4",37.00
month,2019-11-01,2019-11-30,"1039","1039",2,1223262,БСТ B60 П5 F1300 W20,10.00
month,2019-11-01,2019-11-30,"1077","1077",3,2004498,БСТ B45 П5 F1300 W16,44.00
month,2019-11-01,2019-11-30,"1028","1028",2,1477636,БСТ B45 П5 F1300 W16,42.00
month,2019-11-01,2019-11-30,"1002","1002",2,3192160,БСТ B30 П4 F1150 W10,192.00
month,2019-11-01,2019-11-30,"1061","1061",2,93744,Доставка,70.40
month,2019-11-01,2019-11-30,"1072","1072",4,5070098,БСТ B40 П5 F1300 W14,138.00
month,2019-11-01,2019-11-30,"1001","1001",1,670446,БСТ B25 П4 F1200 W10,19.00
month,2019-11-01,2019-11-30,"1046","1046",2,726802,БСТ B60 П5 F1300 W20,62.00
month,2019-11-01,2019-11-30,"1054","1054",2,592694,"БСТ B15 П3,П4",68.00
month,2019-11-01,2019-11-30,"1027","1027",3,2527260,Раствор кладочный М100 Пк3,170.00
month,2019-11-01,2019-11-30,"1065","1065",2,3256548,БСТ B25 П4 F1200 W10,184.00
month,2019-11-01,2019-11-30,"1085","1085",3,4620965,БСТ B35 П5 F1200 W12,198.00
month,2019-11-01,2019-11-30,"1089","1089",2,1250424,БСТ B25 П4 F1150 W8,29.00
month,2019-11-01,2019-11-30,"1045","1045",3,2080167,"БСТ B22,5 П4 F1100 W6",47.00
month,2019-11-01,2019-11-30,"1057","1057",2,1560696,БСТ B45 П5 F1300 W16,47.00
month,2019-11-01,2019-11-30,"1036","1036",1,710556,БСТ B30 П4 F1150 W10,32.00
month,2019-11-01,2019-11-30,"1037","1037",1,55075,Дегидрация,69.20
month,2019-11-01,2019-11-30,"1029","1029",1,720084,БСТ B35 П5 F1200 W12,38.00
month,2019-11-01,2019-11-30,"1003","1003",1,44859,Фасовка,41.60
month,2019-11-01,2019-11-30,"1094","1094",3,1875182,БСТ B30 П4 F1200 W10,37.00
month,2019-11-01,2019-11-30,"1076","1076",2,2658384,Раствор М100 Пк3,140.00
month,2019-11-01,2019-11-30,"1084","1084",1,551772,Раствор М150 Пк3,31.00
month,2019-11-01,2019-11-30,"1070","1070",7,5536281,БСТ B30 П4 F1150 W10,116.00
month,2019-11-01,2019-11-30,"1096","1096",1,711756,Пусковая смесь,2.00
month,2019-11-01,2019-11-30,"1004","1004",2,642512,БСТ B25 П4 F1200 W10,36.80
month,2019-11-01,2019-11-30,"1016","1016",2,1409732,БСТ B30 П4 F1200 W10,31.00
month,2019-11-01,2019-11-30,"1073","1073",3,1358012,БСТ B30 П4 F1150 W10,48.00
month,2019-11-01,2019-11-30,"1091","1091",2,5778272,БСТ B30 П4 F1200 W10,192.00
month,2019-11-01,2019-11-30,"1048","1048",2,917968,БСТ B35 П5 F1300 W12,45.00
month,2019-11-01,2019-11-30,"1083","1083",3,1651133,"БСТ B20 П3,П4",22.00
month,2019-11-01,2019-11-30,"1098","1098",2,548803,Раствор кладочный М100 Пк3,74.00
month,2019-11-01,2019-11-30,"1062","1062",1,468342,Раствор М100 Пк3,26.00
month,2019-11-01,2019-11-30,"1041","1041",1,53983,Фасовка,70.40
month,2019-11-01,2019-11-30,"1022","1022",1,694407,БСТ B30 П4 F1150 W10,29.00
month,2019-11-01,2019-11-30,"1074","1074",7,3891527,БСТ B50 П5 F1300 W18,40.00
month,2019-11-01,2019-11-30,"1020","1020",1,777088,БСТ B35 П5 F1300 W12,28.00
month,2019-11-01,2019-11-30,"1030","1030",2,1110472,БСТ B25 П4 F1150 W8,19.00
month,2019-11-01,2019-11-30,"1042","1042",2,3418358,"БСТ B20 П3,П4",182.00
month,2019-11-01,2019-11-30,"1100","1100",3,1332131,"БСТ B12,5 П3,П4",45.00
month,2019-11-01,2019-11-30,"1005","1005",1,51702,Фасовка,63.20
month,2019-11-01,2019-11-30,"1032","1032",2,1022292,"БСТ B15 П3,П4",18.00
month,2019-11-01,2019-11-30,"1023","1023",1,60100,Формовка,69.20
month,2019-11-01,2019-11-30,"1075","1075",4,4534215,"БСТ B22,5 П4 F1100 W6",152.00
month,2019-11-01,2019-11-30,"1043","1043",6,5214382,"БСТ B20 П3,П4",236.00
month,2019-11-01,2019-11-30,"1079","1079",1,674140,Раствор М200 Пк3,48.00
month,2019-11-01,2019-11-30,"1033","1033",3,1641762,БСТ B30 П4 F1200 W10,13.00
month,2019-11-01,2019-11-30,"1063","1063",2,1155402,"Мелкозернистый бетон БСМ B25 П3,П4",45.00
month,2019-11-01,2019-11-30,"1078","1078",1,518994,"БСТ B 7,5 П3,П4",26.00
month,2019-11-01,2019-11-30,"1034","1034",1,567825,"БСТ B20 П3,П4",13.00
